"state","item","Unit","Date","Value"
"Nigeria","Agric eggs medium size","1 Dozen","2016M1","328.844836553888"
"Nigeria","Agric eggs medium size","1 Dozen","2016M2","338.797431963955"
"Nigeria","Agric eggs medium size","1 Dozen","2016M3","350.917654774521"
"Nigeria","Agric eggs medium size","1 Dozen","2016M4","367.747957212764"
"Nigeria","Agric eggs medium size","1 Dozen","2016M5","370.006795117089"
"Nigeria","Agric eggs medium size","1 Dozen","2016M6","380.034296078318"
"Nigeria","Agric eggs medium size","1 Dozen","2016M7","374.553623140797"
"Nigeria","Agric eggs medium size","1 Dozen","2016M8","378.729945417108"
"Nigeria","Agric eggs medium size","1 Dozen","2016M9","435.202198066996"
"Nigeria","Agric eggs medium size","1 Dozen","2016M10","472.769273635392"
"Nigeria","Agric eggs medium size","1 Dozen","2016M11","430.730814418314"
"Nigeria","Agric eggs medium size","1 Dozen","2016M12","439.866045067023"
"Nigeria","Agric eggs medium size","1 Dozen","2017M1","512.988359268359"
"Nigeria","Agric eggs medium size","1 Dozen","2017M2","520.157132657132"
"Nigeria","Agric eggs medium size","1 Dozen","2017M3","507.6944971537"
"Nigeria","Agric eggs medium size","1 Dozen","2017M4","518.657891462744"
"Nigeria","Agric eggs medium size","1 Dozen","2017M5","522.713124838773"
"Nigeria","Agric eggs medium size","1 Dozen","2017M6","514.655959121903"
"Nigeria","Agric eggs medium size","1 Dozen","2017M7","498.495353875864"
"Nigeria","Agric eggs medium size","1 Dozen","2017M8","485.187182866556"
"Nigeria","Agric eggs medium size","1 Dozen","2017M9","487.509186040628"
"Nigeria","Agric eggs medium size","1 Dozen","2017M10","472.851524422788"
"Nigeria","Agric eggs medium size","1 Dozen","2017M11","463.113831240162"
"Nigeria","Agric eggs medium size","1 Dozen","2017M12","494.430635686924"
"Nigeria","Agric eggs medium size","1 Dozen","2018M1","437.127645653536"
"Nigeria","Agric eggs medium size","1 Dozen","2018M2","519.068630208195"
"Nigeria","Agric eggs medium size","1 Dozen","2018M3","527.31879873942"
"Nigeria","Agric eggs medium size","1 Dozen","2018M4","552.089502299215"
"Nigeria","Agric eggs medium size","1 Dozen","2018M5","548.658751293805"
"Nigeria","Agric eggs medium size","1 Dozen","2018M6","539.751511643846"
"Nigeria","Agric eggs medium size","1 Dozen","2018M7","471.754038376651"
"Nigeria","Agric eggs medium size","1 Dozen","2018M8","474.13286960756"
"Nigeria","Agric eggs medium size","1 Dozen","2018M9","472.730385769877"
"Nigeria","Agric eggs medium size","1 Dozen","2018M10","482.89535363087"
"Nigeria","Agric eggs medium size","1 Dozen","2018M11","477.756007872641"
"Nigeria","Agric eggs medium size","1 Dozen","2018M12","466.965382038294"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M1","29.7483417483417"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M2","29.9963640640893"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M3","31.2012587747882"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M4","35.9028960652146"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M5","33.9841364606451"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M6","34.1980614662951"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M7","33.7891530501067"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M8","33.9936779359333"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M9","37.2044473642466"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M10","42.0276873333727"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M11","39.0496377683877"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2016M12","39.4000870543517"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M1","47.4181031356031"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M2","42.9037369735899"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M3","43.9275229357798"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M4","46.2180211274638"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M5","45.7348691292142"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M6","45.2774778324649"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M7","44.3178755559208"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M8","42.917186440678"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M9","45.7161629809048"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M10","42.0626387216541"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M11","40.8158837882365"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2017M12","41.3234724297979"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M1","38.8474554874124"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M2","41.2712137879472"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M3","41.2084056624979"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M4","42.2457085067533"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M5","41.7652739460087"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M6","41.3807128598012"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M7","41.2202034490125"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M8","41.7914827473944"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M9","41.1677884578571"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M10","41.7284489380078"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M11","42.402607227375"
"Nigeria","Agric eggs(medium size price of one)","1 piece","2018M12","42.5791357511946"
"Nigeria","Beans brown,sold loose","1kg","2016M1","236.808323339515"
"Nigeria","Beans brown,sold loose","1kg","2016M2","238.020803355068"
"Nigeria","Beans brown,sold loose","1kg","2016M3","240.914432901009"
"Nigeria","Beans brown,sold loose","1kg","2016M4","263.574815866615"
"Nigeria","Beans brown,sold loose","1kg","2016M5","256.413324778825"
"Nigeria","Beans brown,sold loose","1kg","2016M6","276.594332321618"
"Nigeria","Beans brown,sold loose","1kg","2016M7","288.324382918633"
"Nigeria","Beans brown,sold loose","1kg","2016M8","293.559871270996"
"Nigeria","Beans brown,sold loose","1kg","2016M9","305.292447005323"
"Nigeria","Beans brown,sold loose","1kg","2016M10","345.482179472563"
"Nigeria","Beans brown,sold loose","1kg","2016M11","357.264880915507"
"Nigeria","Beans brown,sold loose","1kg","2016M12","347.603984590385"
"Nigeria","Beans brown,sold loose","1kg","2017M1","353.604171609922"
"Nigeria","Beans brown,sold loose","1kg","2017M2","337.110852058227"
"Nigeria","Beans brown,sold loose","1kg","2017M3","353.277237151409"
"Nigeria","Beans brown,sold loose","1kg","2017M4","357.192035681532"
"Nigeria","Beans brown,sold loose","1kg","2017M5","365.856926863148"
"Nigeria","Beans brown,sold loose","1kg","2017M6","374.255114526733"
"Nigeria","Beans brown,sold loose","1kg","2017M7","382.345274897838"
"Nigeria","Beans brown,sold loose","1kg","2017M8","370.252746031745"
"Nigeria","Beans brown,sold loose","1kg","2017M9","404.8374560761"
"Nigeria","Beans brown,sold loose","1kg","2017M10","382.579314290766"
"Nigeria","Beans brown,sold loose","1kg","2017M11","369.779997833424"
"Nigeria","Beans brown,sold loose","1kg","2017M12","361.973038529532"
"Nigeria","Beans brown,sold loose","1kg","2018M1","385.526790845147"
"Nigeria","Beans brown,sold loose","1kg","2018M2","387.484374820746"
"Nigeria","Beans brown,sold loose","1kg","2018M3","395.343034267057"
"Nigeria","Beans brown,sold loose","1kg","2018M4","395.190796642899"
"Nigeria","Beans brown,sold loose","1kg","2018M5","407.730213412372"
"Nigeria","Beans brown,sold loose","1kg","2018M6","418.784551356044"
"Nigeria","Beans brown,sold loose","1kg","2018M7","411.015754743096"
"Nigeria","Beans brown,sold loose","1kg","2018M8","410.162093547889"
"Nigeria","Beans brown,sold loose","1kg","2018M9","416.069616949025"
"Nigeria","Beans brown,sold loose","1kg","2018M10","411.045564407204"
"Nigeria","Beans brown,sold loose","1kg","2018M11","396.733954691617"
"Nigeria","Beans brown,sold loose","1kg","2018M12","386.776908669921"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M1","206.051946541566"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M2","208.364633130728"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M3","217.643313422004"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M4","229.321778671778"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M5","228.202501976023"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M6","256.68613374163"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M7","260.732654820383"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M8","260.909056502545"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M9","282.698736845285"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M10","295.849554672972"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M11","299.893966098886"
"Nigeria","Beans:white black eye. sold loose","1kg","2016M12","296.984846254925"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M1","305.53051545864"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M2","309.851381219359"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M3","318.453953828414"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M4","324.038538376009"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M5","332.284611606513"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M6","339.643058619225"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M7","343.963262620576"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M8","335.705296296297"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M9","358.125754834861"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M10","342.051038218698"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M11","337.091034295894"
"Nigeria","Beans:white black eye. sold loose","1kg","2017M12","314.925927123352"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M1","344.515236063983"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M2","348.552244219535"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M3","357.038460615072"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M4","355.322523079767"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M5","367.233050586219"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M6","369.428600598767"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M7","361.327831200709"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M8","361.676770784451"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M9","362.705129966717"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M10","354.215462676669"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M11","346.413504748783"
"Nigeria","Beans:white black eye. sold loose","1kg","2018M12","344.72040465947"
"Nigeria","Beef Bone in","1kg","2016M1","811.242428966303"
"Nigeria","Beef Bone in","1kg","2016M2","790.983438314863"
"Nigeria","Beef Bone in","1kg","2016M3","826.956253588297"
"Nigeria","Beef Bone in","1kg","2016M4","884.993084651459"
"Nigeria","Beef Bone in","1kg","2016M5","865.164045186419"
"Nigeria","Beef Bone in","1kg","2016M6","851.814295062294"
"Nigeria","Beef Bone in","1kg","2016M7","884.058203015078"
"Nigeria","Beef Bone in","1kg","2016M8","910.405117413179"
"Nigeria","Beef Bone in","1kg","2016M9","953.914445543411"
"Nigeria","Beef Bone in","1kg","2016M10","979.606024553174"
"Nigeria","Beef Bone in","1kg","2016M11","965.587444331005"
"Nigeria","Beef Bone in","1kg","2016M12","948.071398894348"
"Nigeria","Beef Bone in","1kg","2017M1","1001.2428211507"
"Nigeria","Beef Bone in","1kg","2017M2","995.648448669947"
"Nigeria","Beef Bone in","1kg","2017M3","1010.29050857646"
"Nigeria","Beef Bone in","1kg","2017M4","1035.44607486197"
"Nigeria","Beef Bone in","1kg","2017M5","1123.65334499637"
"Nigeria","Beef Bone in","1kg","2017M6","1129.01800242213"
"Nigeria","Beef Bone in","1kg","2017M7","1128.93644226736"
"Nigeria","Beef Bone in","1kg","2017M8","1151.38123529411"
"Nigeria","Beef Bone in","1kg","2017M9","1078.49046057923"
"Nigeria","Beef Bone in","1kg","2017M10","1081.3018960023"
"Nigeria","Beef Bone in","1kg","2017M11","1065.59230239209"
"Nigeria","Beef Bone in","1kg","2017M12","1067.73054662477"
"Nigeria","Beef Bone in","1kg","2018M1","1045.55472063349"
"Nigeria","Beef Bone in","1kg","2018M2","1017.27927960521"
"Nigeria","Beef Bone in","1kg","2018M3","1024.63531646364"
"Nigeria","Beef Bone in","1kg","2018M4","980.258767866636"
"Nigeria","Beef Bone in","1kg","2018M5","1011.10819654863"
"Nigeria","Beef Bone in","1kg","2018M6","1034.56600852896"
"Nigeria","Beef Bone in","1kg","2018M7","1028.1213140421"
"Nigeria","Beef Bone in","1kg","2018M8","1061.78301575363"
"Nigeria","Beef Bone in","1kg","2018M9","1027.65885566692"
"Nigeria","Beef Bone in","1kg","2018M10","1003.34655804087"
"Nigeria","Beef Bone in","1kg","2018M11","998.665200003954"
"Nigeria","Beef Bone in","1kg","2018M12","997.726454559662"
"Nigeria","Beef,boneless","1kg","2016M1","977.328265615202"
"Nigeria","Beef,boneless","1kg","2016M2","1036.44520549945"
"Nigeria","Beef,boneless","1kg","2016M3","1004.41487694741"
"Nigeria","Beef,boneless","1kg","2016M4","1022.56531624998"
"Nigeria","Beef,boneless","1kg","2016M5","1047.32990429134"
"Nigeria","Beef,boneless","1kg","2016M6","1031.22565006904"
"Nigeria","Beef,boneless","1kg","2016M7","1055.20951213008"
"Nigeria","Beef,boneless","1kg","2016M8","1060.66566706529"
"Nigeria","Beef,boneless","1kg","2016M9","1145.28555874823"
"Nigeria","Beef,boneless","1kg","2016M10","1218.62192476428"
"Nigeria","Beef,boneless","1kg","2016M11","1153.0269972181"
"Nigeria","Beef,boneless","1kg","2016M12","1162.42470576795"
"Nigeria","Beef,boneless","1kg","2017M1","1249.48351823252"
"Nigeria","Beef,boneless","1kg","2017M2","1270.67268415818"
"Nigeria","Beef,boneless","1kg","2017M3","1281.70716404572"
"Nigeria","Beef,boneless","1kg","2017M4","1323.0974066414"
"Nigeria","Beef,boneless","1kg","2017M5","1378.91465612769"
"Nigeria","Beef,boneless","1kg","2017M6","1393.41750695135"
"Nigeria","Beef,boneless","1kg","2017M7","1376.90849353828"
"Nigeria","Beef,boneless","1kg","2017M8","1276.85393258427"
"Nigeria","Beef,boneless","1kg","2017M9","1324.93479469325"
"Nigeria","Beef,boneless","1kg","2017M10","1312.73079005369"
"Nigeria","Beef,boneless","1kg","2017M11","1286.85696912345"
"Nigeria","Beef,boneless","1kg","2017M12","1236.43939522018"
"Nigeria","Beef,boneless","1kg","2018M1","1298.69861890018"
"Nigeria","Beef,boneless","1kg","2018M2","1274.71420276814"
"Nigeria","Beef,boneless","1kg","2018M3","1262.50768125335"
"Nigeria","Beef,boneless","1kg","2018M4","1257.73459512481"
"Nigeria","Beef,boneless","1kg","2018M5","1275.76583601751"
"Nigeria","Beef,boneless","1kg","2018M6","1271.54191190834"
"Nigeria","Beef,boneless","1kg","2018M7","1262.72984036461"
"Nigeria","Beef,boneless","1kg","2018M8","1281.01558926058"
"Nigeria","Beef,boneless","1kg","2018M9","1281.64178737778"
"Nigeria","Beef,boneless","1kg","2018M10","1260.59499635106"
"Nigeria","Beef,boneless","1kg","2018M11","1251.44538403798"
"Nigeria","Beef,boneless","1kg","2018M12","1270.80781456566"
"Nigeria","Bread sliced 500g","1 loaf","2016M1","225.400113025113"
"Nigeria","Bread sliced 500g","1 loaf","2016M2","240.17554293962"
"Nigeria","Bread sliced 500g","1 loaf","2016M3","259.291413353913"
"Nigeria","Bread sliced 500g","1 loaf","2016M4","249.734492120492"
"Nigeria","Bread sliced 500g","1 loaf","2016M5","248.672028797029"
"Nigeria","Bread sliced 500g","1 loaf","2016M6","276.972113284613"
"Nigeria","Bread sliced 500g","1 loaf","2016M7","306.353820987768"
"Nigeria","Bread sliced 500g","1 loaf","2016M8","265.221304184245"
"Nigeria","Bread sliced 500g","1 loaf","2016M9","293.426767093596"
"Nigeria","Bread sliced 500g","1 loaf","2016M10","305.266465016047"
"Nigeria","Bread sliced 500g","1 loaf","2016M11","305.716401133754"
"Nigeria","Bread sliced 500g","1 loaf","2016M12","296.052101393572"
"Nigeria","Bread sliced 500g","1 loaf","2017M1","302.87194044694"
"Nigeria","Bread sliced 500g","1 loaf","2017M2","299.749964749965"
"Nigeria","Bread sliced 500g","1 loaf","2017M3","297.505882352941"
"Nigeria","Bread sliced 500g","1 loaf","2017M4","296.629642393708"
"Nigeria","Bread sliced 500g","1 loaf","2017M5","307.701071041234"
"Nigeria","Bread sliced 500g","1 loaf","2017M6","320.580278051067"
"Nigeria","Bread sliced 500g","1 loaf","2017M7","314.474888240368"
"Nigeria","Bread sliced 500g","1 loaf","2017M8","304.19878296146"
"Nigeria","Bread sliced 500g","1 loaf","2017M9","310.618889028937"
"Nigeria","Bread sliced 500g","1 loaf","2017M10","305.884518552135"
"Nigeria","Bread sliced 500g","1 loaf","2017M11","298.963817808632"
"Nigeria","Bread sliced 500g","1 loaf","2017M12","290.05099936021"
"Nigeria","Bread sliced 500g","1 loaf","2018M1","313.432366835478"
"Nigeria","Bread sliced 500g","1 loaf","2018M2","314.173368994712"
"Nigeria","Bread sliced 500g","1 loaf","2018M3","305.878267532679"
"Nigeria","Bread sliced 500g","1 loaf","2018M4","306.5426962227"
"Nigeria","Bread sliced 500g","1 loaf","2018M5","305.979911369549"
"Nigeria","Bread sliced 500g","1 loaf","2018M6","308.004826766303"
"Nigeria","Bread sliced 500g","1 loaf","2018M7","305.251508150342"
"Nigeria","Bread sliced 500g","1 loaf","2018M8","307.966413685084"
"Nigeria","Bread sliced 500g","1 loaf","2018M9","303.844573732732"
"Nigeria","Bread sliced 500g","1 loaf","2018M10","299.193515299169"
"Nigeria","Bread sliced 500g","1 loaf","2018M11","305.477379961631"
"Nigeria","Bread sliced 500g","1 loaf","2018M12","296.914165270086"
"Nigeria","Bread unsliced 500g","1 loaf","2016M1","208.649119629383"
"Nigeria","Bread unsliced 500g","1 loaf","2016M2","270.650740281826"
"Nigeria","Bread unsliced 500g","1 loaf","2016M3","225.973546161046"
"Nigeria","Bread unsliced 500g","1 loaf","2016M4","222.264018875861"
"Nigeria","Bread unsliced 500g","1 loaf","2016M5","222.505021667521"
"Nigeria","Bread unsliced 500g","1 loaf","2016M6","275.376097401097"
"Nigeria","Bread unsliced 500g","1 loaf","2016M7","299.90341055341"
"Nigeria","Bread unsliced 500g","1 loaf","2016M8","245.204996698417"
"Nigeria","Bread unsliced 500g","1 loaf","2016M9","274.566754709253"
"Nigeria","Bread unsliced 500g","1 loaf","2016M10","264.29222480949"
"Nigeria","Bread unsliced 500g","1 loaf","2016M11","298.05823172084"
"Nigeria","Bread unsliced 500g","1 loaf","2016M12","272.973909813891"
"Nigeria","Bread unsliced 500g","1 loaf","2017M1","270.250642348034"
"Nigeria","Bread unsliced 500g","1 loaf","2017M2","264.85971010971"
"Nigeria","Bread unsliced 500g","1 loaf","2017M3","262.331288343558"
"Nigeria","Bread unsliced 500g","1 loaf","2017M4","277.694607391976"
"Nigeria","Bread unsliced 500g","1 loaf","2017M5","282.25682621642"
"Nigeria","Bread unsliced 500g","1 loaf","2017M6","286.778232137752"
"Nigeria","Bread unsliced 500g","1 loaf","2017M7","285.551664097888"
"Nigeria","Bread unsliced 500g","1 loaf","2017M8","258.70386690647"
"Nigeria","Bread unsliced 500g","1 loaf","2017M9","286.331875639552"
"Nigeria","Bread unsliced 500g","1 loaf","2017M10","280.339706008808"
"Nigeria","Bread unsliced 500g","1 loaf","2017M11","274.32495326613"
"Nigeria","Bread unsliced 500g","1 loaf","2017M12","268.231059665011"
"Nigeria","Bread unsliced 500g","1 loaf","2018M1","282.118649303785"
"Nigeria","Bread unsliced 500g","1 loaf","2018M2","284.356725018397"
"Nigeria","Bread unsliced 500g","1 loaf","2018M3","278.613278200593"
"Nigeria","Bread unsliced 500g","1 loaf","2018M4","278.614201256145"
"Nigeria","Bread unsliced 500g","1 loaf","2018M5","278.106774866885"
"Nigeria","Bread unsliced 500g","1 loaf","2018M6","275.595412178624"
"Nigeria","Bread unsliced 500g","1 loaf","2018M7","272.707181508652"
"Nigeria","Bread unsliced 500g","1 loaf","2018M8","278.265161652964"
"Nigeria","Bread unsliced 500g","1 loaf","2018M9","278.570353641692"
"Nigeria","Bread unsliced 500g","1 loaf","2018M10","272.909463890222"
"Nigeria","Bread unsliced 500g","1 loaf","2018M11","277.86653133501"
"Nigeria","Bread unsliced 500g","1 loaf","2018M12","271.136831538147"
"Nigeria","Broken Rice (Ofada)","1kg","2016M1","263.264477960103"
"Nigeria","Broken Rice (Ofada)","1kg","2016M2","277.300675776293"
"Nigeria","Broken Rice (Ofada)","1kg","2016M3","289.414764825103"
"Nigeria","Broken Rice (Ofada)","1kg","2016M4","302.811493973747"
"Nigeria","Broken Rice (Ofada)","1kg","2016M5","309.378937241871"
"Nigeria","Broken Rice (Ofada)","1kg","2016M6","337.725624186333"
"Nigeria","Broken Rice (Ofada)","1kg","2016M7","338.686821516394"
"Nigeria","Broken Rice (Ofada)","1kg","2016M8","335.890691489293"
"Nigeria","Broken Rice (Ofada)","1kg","2016M9","342.864916287952"
"Nigeria","Broken Rice (Ofada)","1kg","2016M10","353.592413266186"
"Nigeria","Broken Rice (Ofada)","1kg","2016M11","360.953178464646"
"Nigeria","Broken Rice (Ofada)","1kg","2016M12","375.651772369603"
"Nigeria","Broken Rice (Ofada)","1kg","2017M1","377.406539414414"
"Nigeria","Broken Rice (Ofada)","1kg","2017M2","392.039104269294"
"Nigeria","Broken Rice (Ofada)","1kg","2017M3","421.53795379978"
"Nigeria","Broken Rice (Ofada)","1kg","2017M4","425.525790481428"
"Nigeria","Broken Rice (Ofada)","1kg","2017M5","460.097825696638"
"Nigeria","Broken Rice (Ofada)","1kg","2017M6","472.287997687716"
"Nigeria","Broken Rice (Ofada)","1kg","2017M7","473.402305669739"
"Nigeria","Broken Rice (Ofada)","1kg","2017M8","415.34006289308"
"Nigeria","Broken Rice (Ofada)","1kg","2017M9","431.593454886591"
"Nigeria","Broken Rice (Ofada)","1kg","2017M10","416.184960261033"
"Nigeria","Broken Rice (Ofada)","1kg","2017M11","417.237457926421"
"Nigeria","Broken Rice (Ofada)","1kg","2017M12","319.861730420322"
"Nigeria","Broken Rice (Ofada)","1kg","2018M1","413.188608281737"
"Nigeria","Broken Rice (Ofada)","1kg","2018M2","405.69389573623"
"Nigeria","Broken Rice (Ofada)","1kg","2018M3","399.465110893926"
"Nigeria","Broken Rice (Ofada)","1kg","2018M4","400.936585015473"
"Nigeria","Broken Rice (Ofada)","1kg","2018M5","405.027506915231"
"Nigeria","Broken Rice (Ofada)","1kg","2018M6","404.433584683039"
"Nigeria","Broken Rice (Ofada)","1kg","2018M7","403.559950378607"
"Nigeria","Broken Rice (Ofada)","1kg","2018M8","397.294699140196"
"Nigeria","Broken Rice (Ofada)","1kg","2018M9","384.494756189734"
"Nigeria","Broken Rice (Ofada)","1kg","2018M10","370.211557909685"
"Nigeria","Broken Rice (Ofada)","1kg","2018M11","385.609331931813"
"Nigeria","Broken Rice (Ofada)","1kg","2018M12","381.64353986084"
"Nigeria","Chicken Feet","1kg","2016M1","595.47718993994"
"Nigeria","Chicken Feet","1kg","2016M2","610.777020292793"
"Nigeria","Chicken Feet","1kg","2016M3","648.567803703336"
"Nigeria","Chicken Feet","1kg","2016M4","651.188400753699"
"Nigeria","Chicken Feet","1kg","2016M5","654.368945562082"
"Nigeria","Chicken Feet","1kg","2016M6","655.434057698855"
"Nigeria","Chicken Feet","1kg","2016M7","669.598211268706"
"Nigeria","Chicken Feet","1kg","2016M8","680.882252568488"
"Nigeria","Chicken Feet","1kg","2016M9","733.230769362185"
"Nigeria","Chicken Feet","1kg","2016M10","735.77583346575"
"Nigeria","Chicken Feet","1kg","2016M11","703.37635415661"
"Nigeria","Chicken Feet","1kg","2016M12","713.109633005991"
"Nigeria","Chicken Feet","1kg","2017M1","765.284347747748"
"Nigeria","Chicken Feet","1kg","2017M2","785.422561728395"
"Nigeria","Chicken Feet","1kg","2017M3","907.51434261134"
"Nigeria","Chicken Feet","1kg","2017M4","768.113965489755"
"Nigeria","Chicken Feet","1kg","2017M5","819.59489698279"
"Nigeria","Chicken Feet","1kg","2017M6","832.787924499985"
"Nigeria","Chicken Feet","1kg","2017M7","832.655729918241"
"Nigeria","Chicken Feet","1kg","2017M8","834.7374556213"
"Nigeria","Chicken Feet","1kg","2017M9","817.194693825592"
"Nigeria","Chicken Feet","1kg","2017M10","800.096215790933"
"Nigeria","Chicken Feet","1kg","2017M11","790.906478017258"
"Nigeria","Chicken Feet","1kg","2017M12","1155.98855699543"
"Nigeria","Chicken Feet","1kg","2018M1","850"
"Nigeria","Chicken Feet","1kg","2018M2","778.641719899192"
"Nigeria","Chicken Feet","1kg","2018M3","772.985846280402"
"Nigeria","Chicken Feet","1kg","2018M4","758.880297298207"
"Nigeria","Chicken Feet","1kg","2018M5","782.546057048496"
"Nigeria","Chicken Feet","1kg","2018M6","784.777639368062"
"Nigeria","Chicken Feet","1kg","2018M7","930.500893540286"
"Nigeria","Chicken Feet","1kg","2018M8","803.033625527639"
"Nigeria","Chicken Feet","1kg","2018M9","808.053776845913"
"Nigeria","Chicken Feet","1kg","2018M10","775.655899717842"
"Nigeria","Chicken Feet","1kg","2018M11","985.331745491061"
"Nigeria","Chicken Feet","1kg","2018M12","737.7610223168"
"Nigeria","Chicken Wings","1kg","2016M1","683.729663663664"
"Nigeria","Chicken Wings","1kg","2016M2","822.226897346983"
"Nigeria","Chicken Wings","1kg","2016M3","695.503834379619"
"Nigeria","Chicken Wings","1kg","2016M4","727.314041826101"
"Nigeria","Chicken Wings","1kg","2016M5","774.245106346345"
"Nigeria","Chicken Wings","1kg","2016M6","770.288220023837"
"Nigeria","Chicken Wings","1kg","2016M7","764.755727848595"
"Nigeria","Chicken Wings","1kg","2016M8","765.605661368075"
"Nigeria","Chicken Wings","1kg","2016M9","830.053970557453"
"Nigeria","Chicken Wings","1kg","2016M10","868.801398156195"
"Nigeria","Chicken Wings","1kg","2016M11","831.382875093596"
"Nigeria","Chicken Wings","1kg","2016M12","856.663007237172"
"Nigeria","Chicken Wings","1kg","2017M1","919.089691794598"
"Nigeria","Chicken Wings","1kg","2017M2","963.455667027416"
"Nigeria","Chicken Wings","1kg","2017M3","980.88"
"Nigeria","Chicken Wings","1kg","2017M4","886.579511424364"
"Nigeria","Chicken Wings","1kg","2017M5","925.554042690757"
"Nigeria","Chicken Wings","1kg","2017M6","952.177423657685"
"Nigeria","Chicken Wings","1kg","2017M7","958.047567114168"
"Nigeria","Chicken Wings","1kg","2017M8","946.930393700787"
"Nigeria","Chicken Wings","1kg","2017M9","979.31705029979"
"Nigeria","Chicken Wings","1kg","2017M10","960.714787981401"
"Nigeria","Chicken Wings","1kg","2017M11","953.601089440043"
"Nigeria","Chicken Wings","1kg","2017M12","950.562222821558"
"Nigeria","Chicken Wings","1kg","2018M1","950.773156217056"
"Nigeria","Chicken Wings","1kg","2018M2","954.993410183468"
"Nigeria","Chicken Wings","1kg","2018M3","935.830855774952"
"Nigeria","Chicken Wings","1kg","2018M4","921.494623321776"
"Nigeria","Chicken Wings","1kg","2018M5","925.544760824536"
"Nigeria","Chicken Wings","1kg","2018M6","960.560861508362"
"Nigeria","Chicken Wings","1kg","2018M7","963.048846645335"
"Nigeria","Chicken Wings","1kg","2018M8","992.484188306283"
"Nigeria","Chicken Wings","1kg","2018M9","1012.49684760309"
